title,genre_name,channel_name
연애혁명 (드라마),"웹드라마, 개그, 로맨스, 드라마",카카오TV
열일곱 (드라마),웹드라마,"네이버TV, 페이스북, 유튜브"
0시의 그녀,"웹드라마, 웹 드라마",네이버TV
옐로우 (드라마),웹드라마,"네이버TV, 유튜브, 페이스북"
오늘도 평화로운 중고나라,웹드라마,
왜 태어났니?,웹드라마,tvN D
우리 연애 시뮬레이션,웹드라마,
우리 옆집에 EXO가 산다,웹드라마,JTBC2
우리 헤어졌어요,"웹드라마, 드라마",네이버TV
인서울 - 내가 독립하는 유일한 방법,웹드라마,
인서울2,웹드라마,
1%의 어떤 것 (2016년 드라마),"웹드라마, 드라마","iHQ DRAMA, 라이프타임"
일진에게 찍혔을 때,웹드라마,
재즈처럼,"웹드라마, BL, 멜로, 로맨스",시네마천국
저주받은 로맨스,웹드라마,
점핑걸,웹드라마,다음 tv팟
조아서 구독중 2,"웹드라마, TV 드라마",투니버스
조아서 먹방중,"웹드라마, TV 드라마, 판타지, 먹방",투니버스
좀 예민해도 괜찮아,웹드라마,"네이버TV, 유튜브, 페이스북"
좀 예민해도 괜찮아 시즌2,웹드라마,"네이버TV, 유튜브, 페이스북, V LIVE"
짧은대본,웹드라마,"네이버TV, 페이스북, 유튜브"
찌질의 역사 (2025년 드라마),"웹드라마, 로맨스","Wavve, 왓챠"
천년째 연애중,"웹드라마, 드라마",네이버TV
첫 키스만 일곱 번째,웹드라마,
초코뱅크,웹드라마,
최고의 미래,"웹드라마, 웹 드라마","네이버TV, 다음 tv팟"
최고의 엔딩,웹드라마,"네이버TV, 유튜브, 페이스북"
출중한 여자,웹드라마,네이버 TV
컬러 러쉬,웹드라마,
KBS 웹드라마 스페셜,웹드라마,KBS 1TV
클릭 유어 하트,학교 / 웹드라마,"MBC every1, 네이버TV"
타임테이블 (드라마),웹드라마,유튜브
토정로맨스,"웹드라마, 드라마",유튜브
통 메모리즈,"웹드라마, 액션","다음 tv팟, 웨이브 (스트리밍 서비스)"
통통한 연애,웹드라마,"네이버TV, 유튜브, 페이스북"
통통한 연애 시즌2,웹드라마,"네이버TV, 유튜브, 페이스북, V-LINE"
투 비 컨티뉴드,"웹드라마, 드라마","MBC EVERY1, 네이버 TV"
투모로우보이,웹드라마,네이버 TV
트웬티 트웬티,웹드라마,
파랑의 온도,웹드라마,유튜브
퐁당퐁당 Love,"웹드라마, 드라마","MBC, 네이버 TV캐스트"
"프로, 틴","웹드라마, 학원물",
픽고,웹드라마,
하와유브레드,웹드라마,Seezn
하이쿠키,웹드라마,U+모바일tv
하지 말라면 더 하고 19,웹드라마,"네이버TV, 유튜브, 페이스북"
한국방송공사 웹드라마,웹드라마,
허식당,"웹드라마, 타임슬립, 판타지, 로맨틱 코미디","Wavve, 넷플릭스"
힙한 선생,"웹드라마, 드라마","네이버TV, JTBC 온라인"
